Valid Remaining Qty,SO Created Date,Material,Old material number,Name,Item category group,Overall CreditStatus,Sales document,Sales Document Item,Schedule line number,Production scheduler,Remaining Quantity,Unrestricted On-hand Qty,Remaining Net Value,ATP Confirm Date,Requested (First) Date,MRP Controller (Materials Planner),Kanban Armature,Field Shima Shell,Magnet Shima Shell,Casting,Casting 2,RYG,Comments,Customer Expedite/late delivery explanation
+,4/15/2021,30189401,5370-273-204,MOTION INDUSTRIES INC,NORM,A,2174207,10,2,681,1,null,564.71,4/22/2021,4/16/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189401,5370-273-204,MOTION INDUSTRIES INC,NORM,A,2174209,30,2,681,6,null,3388.26,4/22/2021,4/16/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/6/2021,30189403,5370-273-209,IBT,NORM,A,2169108,10,1,681,1,null,1037.62,4/16/2021,4/16/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/15/2021,30189405,5370-273-214,MOTION INDUSTRIES INC,NORM,A,2174209,10,2,681,20,20,15030,4/20/2021,4/16/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,G,Shipper printed 4/19,null
+,4/15/2021,30189405,5370-273-214,PURVIS INDUSTRIES LTD,NORM,D,2174575,20,2,681,1,null,1037.32,4/20/2021,4/16/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/16/2021,30189423,5370-273-244,MOTION INDUSTRIES INC,NORM,A,2174870,10,2,681,1,null,1062.61,4/30/2021,4/16/2021,ID4,None,None,None,None,None,Y,WO# 11314073 1 PC,null
+,4/15/2021,30189617,5371-169-032,APPLIED INDUSTRIAL TECH,NORM,A,2174434,10,2,681,1,null,1381.45,5/13/2021,4/16/2021,ID4,110-0333,None,None,None,None,R,"WO# 11313932 1 PC 
Need 5371-631-013 wo# 11296602 10 PCS @ 635/633",null
+,4/15/2021,30189800,5381-170-004,MOTION INDUSTRIES INC,NORM,A,2174530,10,2,682,1,null,747.42,4/1/2025,4/16/2021,ID3,null,null,null,null,null,R,"Need 5381-631-004 wo# 11314075 2 PCS @ 633
Need 540-0524 wo# 11288173 30 PCS @ 683
Need 5381-111-001 wo# 11305560 10 PCS @ 634",null
-,4/15/2021,30191261,661-0004,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2174139,10,1,null,16,16,44.96,4/16/2021,4/16/2021,ID9,null,null,null,null,null,G,Shipper printed 4/15,null
+,4/15/2021,30191968,797-0272,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2174139,20,1,null,16,16,44.96,4/16/2021,4/16/2021,ID9,null,null,null,null,null,G,Shipper printed 4/15,null
-,4/16/2021,30192167,798-0131,BDI,NORM,A,2175170,60,1,686,1,1,115.27,4/16/2021,4/16/2021,IDF,null,null,null,null,null,G,Shipper printed 4/16,null
+,4/16/2021,30192167,798-0131,BDI,NORM,A,2175170,60,2,686,11,null,1267.97,4/30/2021,4/16/2021,IDF,null,null,null,null,null,K,Kanban @ 686,null
-,4/16/2021,30192168,798-0132,BDI,NORM,A,2175170,70,1,686,1,1,115.27,4/16/2021,4/16/2021,IDF,null,null,null,null,null,G,Shipper printed 4/16,null
+,4/16/2021,30192168,798-0132,BDI,NORM,A,2175170,70,2,686,11,null,1267.97,4/30/2021,4/16/2021,IDF,null,null,null,null,null,K,Kanban @ 686,null
-,4/17/2021,30066707,5313-631-031,MOTION INDUSTRIES INC,NORM,A,2175344,10,2,null,2,2,1376.5,4/19/2021,4/17/2021,ID9,null,null,null,null,null,G,Shipped 4/19,null
+,4/16/2021,30064542,166-0150,WEIMER BRG & TRANS INC,NORM,A,2175237,10,1,null,1,1,10.54,4/19/2021,4/19/2021,ID9,null,null,null,null,null,G,Shipped 4/19,null
+,4/16/2021,30178814,180-0127,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,11,2,null,10,3,376.3,5/3/2021,4/19/2021,ID9,null,null,null,null,null,P,Need PO,null
+,2/11/2021,30188799,5250-63,KONE SPARES DIV,NORM,A,2141299,10,1,684,25,null,15319.5,4/21/2021,4/21/2021,ID3,null,null,null,null,null,"P
R",See Kone Chart,null
+,4/16/2021,30179013,5102-101-001,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,17,2,600,20,20,110.2,5/3/2021,4/19/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 11/14/15/16",null
+,4/16/2021,30179076,5200-101-009,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,13,2,600,30,30,297.3,5/3/2021,4/19/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 11/14/15/16",null
+,4/16/2021,30179078,5200-101-011,MOTION INDUSTRIES INC,NORM,A,2175341,10,1,600,2,2,78.6,4/19/2021,4/19/2021,ID3,null,null,null,null,null,G,Shipped 4/19,null
+,4/16/2021,30179180,5300-111-002,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,12,2,634,10,10,978.7,5/3/2021,4/19/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 11/14/15/16",null
+,4/16/2021,30179181,5300-178-001,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,14,2,685,10,null,806.1,5/3/2021,4/19/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/16/2021,30179181,5300-178-001,MOTION INDUSTRIES INC,NORM,A,2175094,20,2,685,1,null,96.26,4/23/2021,4/19/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/16/2021,30179182,5300-541-001,AUTOMATEDPT,NORM,A,2175314,10,2,683,1,null,276.57,4/30/2021,4/19/2021,ID3,null,null,null,null,null,Y,WO# 11241156 20 PCS @ 683/634,null
+,4/16/2021,30179182,5300-541-001,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,15,2,683,10,null,2316.3,5/3/2021,4/19/2021,ID3,null,null,null,null,null,R,Need 5300-749-001 wo# 11205891 30 PCS @ Herker due 4/19,null
+,4/16/2021,30179192,5300-631-005,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2175264,16,2,633,10,null,2538.8,5/3/2021,4/19/2021,ID3,null,null,null,null,null,P,Need 5300-800-007 PO 107 PCS Due 4/20,null
+,4/16/2021,30179216,5303-541-001,MOTION INDUSTRIES INC,NORM,A,2175094,30,2,683,1,null,591.22,4/30/2021,4/19/2021,ID3,null,null,null,null,null,R,Need 5301-749-001 wo# 11205890 40 PCS @ Herker due 4/19,null
+,4/16/2021,30188476,5192-170-007,MOTION INDUSTRIES INC,NORM,A,2175230,10,2,682,1,null,1113.18,5/28/2021,4/19/2021,ID3,null,null,null,null,null,R,Need 5162-445-003 wo# 11288183 20 PCS @ 633/635/683,null
+,4/16/2021,30189240,5370-101-042,APPLIED INDUSTRIAL TECH,NORM,A,2175280,20,1,600,1,1,23.19,4/19/2021,4/19/2021,ID4,null,null,null,null,null,G,null,null
+,4/5/2021,30189284,5370-169-214,GRAINGER INC,NORM,A,2168284,10,1,681,2,2,1004.06,4/19/2021,4/19/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1225,None,G,Shipper printed 4/12,null
+,4/16/2021,30189289,5370-169-225,QUEEN CITY SUPPLY CO,NORM,A,2174872,10,2,681,1,null,477.44,5/14/2021,4/19/2021,ID4,110-0331,None,"800-0375
5370-631-204",258-1225,None,Y,WO# 11314077 1 PC ,null
+,4/5/2021,30189343,5370-170-217,OBC CORPORATION,NORM,A,2168375,10,1,681,4,null,1778.64,4/19/2021,4/19/2021,IDG,None,None,None,None,None,K,Kanban @ 681,null
+,4/16/2021,30189374,5370-270-229,KAMAN INDUSTRIAL TECH,NORM,A,2175157,10,2,681,1,null,618.51,4/23/2021,4/19/2021,IDG,None,"800-0374
5370-451-219",None,258-1224,None,K,Kanban @ 681,null
+,4/16/2021,30189381,5370-271-214,MOTION INDUSTRIES INC,NORM,A,2175190,10,2,681,1,null,875.5,4/23/2021,4/19/2021,ID4,110-0332,"800-0372
5370-451-209",None,258-1223,258-1226,Y,WO# 11314078 1 PC,null
+,4/5/2021,30189401,5370-273-204,GRAINGER INC,NORM,A,2168283,10,1,681,2,null,1355.08,4/19/2021,4/19/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/5/2021,30189405,5370-273-214,GRAINGER INC,NORM,A,2168357,10,1,681,3,3,2575.89,4/19/2021,4/19/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,G,Shipper printed 4/12,null
+,4/16/2021,30189418,5370-273-235,J A SHOMER CO INC,NORM,A,2175154,10,2,681,1,null,1225.82,4/23/2021,4/19/2021,IDG,110-0332,"800-0374
5370-451-219","800-0376
5370-631-219",258-1224,258-1225,K,Kanban @ 681,null
+,4/16/2021,30189421,5370-273-238,MOTION INDUSTRIES INC,NORM,A,2175196,10,2,681,1,null,1148.25,4/30/2021,4/19/2021,ID4,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,Y,"WO# 11314160 1 PC
Need 5370-751-052 wo# 11314079 10 PCS @ 300",null
+,4/16/2021,30189663,5371-273-003,DXP ENTERPRISES INC,NORM,A,2175316,10,2,681,2,null,3718.62,4/23/2021,4/19/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,4/16/2021,30189689,5371-273-079,MOTION INDUSTRIES INC,NORM,A,2175236,10,2,681,1,null,2259.55,4/2/2025,4/19/2021,ID4,110-0333,None,None,None,None,Y,WO# 11314163 1 PC,null
+,4/14/2021,30192214,798-0305,BDI CANADA INC,NORM,A,2173565,10,2,686,1,null,72.36,4/28/2021,4/19/2021,IDG,None,None,None,None,None,K,Kanban @ 686,null
+,4/16/2021,30066828,5314-631-022,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2174816,10,1,null,1,1,618.27,4/20/2021,4/20/2021,ID9,null,null,null,null,null,G,null,null
+,4/16/2021,30179219,5304-111-005,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2174816,20,1,634,1,1,344.77,4/20/2021,4/20/2021,ID3,null,null,null,null,null,G,null,null
+,4/1/2021,30188228,5154-170-001,BDI,NORM,A,2167340,30,2,170,1,null,738.25,9/7/2021,4/20/2021,ID4,null,null,null,null,null,P,Need 5154-445-003 50PCS @ QC,null
+,4/1/2021,30188245,5154-541-009,BDI,NORM,A,2167340,20,2,170,1,1,74.96,9/7/2021,4/20/2021,ID4,null,null,null,null,null,G,Ship complete need line 30 and line 10,null
+,4/6/2021,30188280,5158-35,THOMSON LINEAR LLC,NORM,D,2168815,10,2,170,100,null,7200,3/21/2025,4/20/2021,ID4,null,null,null,null,null,R,Need 5158-170-019 -/-5158-445-004  @ GL due 4/23,null
+,3/31/2021,30188351,5162-271-007,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2166190,20,2,682,1,null,923.15,5/13/2021,4/20/2021,ID3,null,null,null,null,null,R,"Need 5162-751-001 wo# 11288182 8 PCS @ 682
Need 540-1503 wo# 11296625 10 PCS @ 683/475/683/686",null
+,4/16/2021,30189405,5370-273-214,DEMATIC CORPORATION,NORM,A,2174819,10,2,681,1,null,1232.18,4/21/2021,4/20/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/1/2021,30189516,5370-631-219,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2166956,20,1,633,2,2,254,4/20/2021,4/20/2021,IDG,None,None,800-0376,None,None,G,Shipper printed 4/15,null
+,4/1/2021,30190161,540-1638,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2166956,10,1,683,8,8,334.64,4/20/2021,4/20/2021,IDG,None,None,None,None,None,G,Shipper printed 4/15,null
+,3/10/2021,30064624,248-0001,WARNER ELECTRIC EUROPE,NORM,A,2154977,30,1,null,500,500,195,4/21/2021,4/21/2021,ID9,null,null,null,null,null,G,Shipper printed 4/14,null
+,3/10/2021,30067732,797-0038,WARNER ELECTRIC EUROPE,NORM,A,2154977,40,1,null,500,500,20,4/21/2021,4/21/2021,ID9,null,null,null,null,null,G,Shipper printed 4/14,null
+,3/10/2021,30068088,900-0116,WARNER ELECTRIC EUROPE,NORM,A,2154977,50,1,null,500,500,55,4/21/2021,4/21/2021,ID9,null,null,null,null,null,G,Shipper printed 4/14,null
+,3/10/2021,30179067,5124-111-001,WARNER ELECTRIC EUROPE,NORM,A,2154977,60,1,475,20,20,835,4/21/2021,4/21/2021,ID3,null,null,null,null,null,G,Shipper printed 4/14,null
-,3/16/2021,30179183,5300-541-004,WARNER ELECTRIC EUROPE,NORM,A,2157883,90,1,202,50,13,1135,4/21/2021,4/21/2021,ID3,null,null,null,null,null,Y,WO# 11282464 60 PCS @ 202/634,null
+,3/10/2021,30179183,5300-541-004,WARNER ELECTRIC EUROPE,NORM,A,2154977,70,1,202,50,50,1135,4/21/2021,4/21/2021,ID3,null,null,null,null,null,G,Shipper printed 4/14,null
-,4/14/2021,30188980,5300-541-014,WARNER ELECTRIC EUROPE,NORM,A,2173568,10,1,202,1,1,31.99,4/21/2021,4/21/2021,ID3,null,null,null,null,null,G,Shipper printed 4/14,null
+,4/7/2021,30189402,5370-273-208,DXP ENTERPRISES INC,NORM,A,2169820,10,1,681,2,null,2075.26,4/21/2021,4/21/2021,ID4,110-0332,None,"800-0376
5370-631-218",258-1223,258-1225,Y,WO# 11307568 2 PC,null
+,4/7/2021,30189439,5370-273-318,BEARING BELT & CHAIN INC,NORM,A,2169775,10,1,681,1,null,1149.34,4/21/2021,4/21/2021,ID4,110-0332,"800-0374
5370-451-219",None,None,None,Y,WO# 11307570 1 PC,null
+,3/10/2021,30190220,540-2053,WARNER ELECTRIC EUROPE,NORM,A,2154977,80,1,683,20,20,1101.8,4/21/2021,4/21/2021,IDG,None,None,None,None,None,G,Shipper printed 4/14,null
+,3/22/2021,30191949,797-0069,WARNER ELECTRIC EUROPE,NORM,A,2161142,40,1,null,4,4,0.12,4/21/2021,4/21/2021,ID9,null,null,null,null,null,G,Shipper printed 4/14,null
+,2/11/2021,30527363,5250-66,KONE SPARES DIV,NORM,A,2141315,10,1,684,35,null,24374,4/21/2021,4/21/2021,ID3,null,null,null,null,null,"P
R",See Kone Chart,null
+,4/15/2021,30066817,5312-631-006,TRANSMISIONES Y RODAMIENTOS,NORM,A,2174011,10,1,null,1,1,511.57,4/22/2021,4/22/2021,ID9,null,null,null,null,null,G,null,null
+,4/8/2021,30179045,5104-452-059,MECHANICAL DRIVES & BELTING,NORM,A,2170659,10,1,682,12,null,4624.68,4/22/2021,4/22/2021,ID3,null,null,null,null,null,R,"Need 5104-451-039 wo# 11307572 30 PCS @ 633
Need 5104-751-045 wo# 11288192 40 PCS @ 855/300",null
+,4/8/2021,30179146,5207-452-004,MOTION INDUSTRIES INC,NORM,A,2170744,10,2,682,2,null,1923.02,5/20/2021,4/22/2021,ID3,null,null,null,null,null,R,"Need 540-0614 wo# 11296583 10 PCS @ 683
Need 5281-751-001 - kanban @ 300
Need 5281-451-005-/-5281-800-002 wo# 11296501 50 PCS @ 635/687/633/braze/635/687",null
+,4/8/2021,30179148,5207-541-002,MOTION INDUSTRIES INC,NORM,A,2170744,20,1,202,2,null,325.64,4/22/2021,4/22/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/15/2021,30179207,5302-111-013,TRANSMISIONES Y RODAMIENTOS,NORM,A,2174011,20,1,634,1,1,209.12,4/22/2021,4/22/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30189321,5370-169-284,TRANSMISIONES Y RODAMIENTOS,NORM,A,2172955,10,1,681,1,1,790.2,4/22/2021,4/22/2021,ID4,null,null,null,null,null,G,null,null
+,4/15/2021,30189768,5380-170-002,MDS OF MICHIGAN INC,NORM,D,2174545,10,2,682,3,3,1655.7,5/6/2021,4/22/2021,IDF,null,null,null,null,null,G,null,null
+,4/5/2021,30179181,5300-178-001,TRANSBEARCO LTD,NORM,A,2168361,10,1,685,18,null,1450.98,4/23/2021,4/23/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/1/2021,30189322,5370-169-288,BDI,NORM,A,2166884,10,1,681,1,null,831.79,4/23/2021,4/23/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,3/31/2021,30189663,5371-273-003,MSC INDUSTRIAL SUPPLY CO,NORM,A,2166730,10,1,681,1,null,1582.88,4/23/2021,4/23/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,2/17/2021,30517036,5202-23,VERMEER MANUFACTURING,NORM,D,2143921,10,1,684,3,null,3349.86,4/23/2021,4/23/2021,ID3,null,null,null,null,null,"P
R",See Vermeer Chart,null
+,3/19/2021,30066516,5301-631-011,KOR PAK CORPORATION,NORM,A,2160405,10,1,null,1,null,442.07,4/26/2021,4/26/2021,ID9,null,null,null,null,null,P,Need PO 4500816186  1 pcs due 4/28       CC,null
+,4/15/2021,30179034,5104-101-003,BDI,NORM,A,2174297,12,2,600,6,3,41.7,4/27/2021,4/26/2021,ID3,null,null,null,null,null,Y,WO# 11314164 60 PCS @ 600,null
+,4/15/2021,30179046,5104-452-060,BDI,NORM,A,2174297,14,2,682,6,null,1418.22,4/27/2021,4/26/2021,ID3,null,null,null,null,null,R,Need 5104-751-045 wo# 11288192 40 PCS @ 855/300,null
+,4/15/2021,30179071,5125-111-001,BDI,NORM,A,2174297,13,2,634,6,6,347.4,4/27/2021,4/26/2021,ID3,null,null,null,null,null,G,null,null
+,4/15/2021,30179074,5125-541-004,BDI,NORM,A,2174297,11,2,634,6,6,387.3,4/27/2021,4/26/2021,ID3,null,null,null,null,null,G,null,null
-,2/25/2021,30188339,5162-101-004,MOTION INDUSTRIES INC,NORM,A,2148111,10,1,600,1,1,27.18,4/26/2021,4/26/2021,ID3,null,null,null,null,null,G,null,null
+,2/25/2021,30188339,5162-101-004,MOTION INDUSTRIES INC,NORM,A,2148111,10,2,600,2,2,54.36,2/12/2025,4/26/2021,ID3,null,null,null,null,null,G,null,null
+,4/12/2021,30189284,5370-169-214,GRAINGER INC,NORM,A,2172066,10,1,681,2,null,1004.06,4/26/2021,4/26/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1225,None,K,Kanban @ 681,null
+,4/16/2021,30189315,5370-169-271,BESSER CO,NORM,A,2175129,10,1,681,3,null,2921.64,4/26/2021,4/26/2021,ID4,110-0332,None,None,258-1226,None,Y,WO# 11209165; 11223971; 11224000 1PC EA,null
+,4/12/2021,30189405,5370-273-214,GRAINGER INC,NORM,D,2172171,10,1,681,3,null,2575.89,4/26/2021,4/26/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/5/2021,30189885,5392-170-010,MOTION INDUSTRIES INC,NORM,A,2168339,10,2,682,1,null,1724.75,3/20/2025,4/26/2021,ID3,null,null,null,null,null,R,Need 5392-631-009 wo# 11303666 3 PCS @ 633,null
+,4/13/2021,30178737,110-0097,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2172460,12,2,475,10,10,806.7,3/28/2025,4/27/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179013,5102-101-001,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2172460,14,2,600,10,10,40.2,3/28/2025,4/27/2021,ID3,null,null,null,null,null,G,null,null
+,4/13/2021,30179247,5365-631-016,ALTRA INDUSTRIAL MOTION TAIWAN,NORM,A,2172460,13,2,633,10,10,1431.4,3/28/2025,4/27/2021,ID3,null,null,null,null,null,G,null,null
+,4/9/2021,30189269,5370-111-013,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2171099,30,1,681,8,8,679.68,4/27/2021,4/27/2021,IDG,110-0332,None,None,None,None,G,null,null
+,4/9/2021,30189550,5370-751-051,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2171099,40,1,300,1,1,73.85,4/27/2021,4/27/2021,IDG,None,None,None,None,None,G,null,null
+,3/30/2021,30189614,5371-169-029,BINKELMAN CORP,NORM,A,2165591,10,1,681,1,1,1381.45,4/27/2021,4/27/2021,IDG,110-0333,None,None,None,None,G,null,null
+,4/9/2021,30190206,540-2038,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2171099,10,1,683,2,2,152.42,4/27/2021,4/27/2021,IDG,None,None,None,None,None,G,null,null
+,4/6/2021,30190472,6001-101-001,MSC INDUSTRIAL SUPPLY CO,NORM,A,2169257,400,1,600,3,3,42.75,4/27/2021,4/27/2021,ID3,null,null,null,null,null,G,null,null
+,4/9/2021,30192214,798-0305,ALTRA INDUSTRIAL MOTION SINGAP,NORM,A,2171099,20,1,686,5,null,234.4,4/27/2021,4/27/2021,IDG,None,None,None,None,None,K,Kanban @ 686,null
+,3/22/2021,30065295,5204-451-016,WARNER ELECTRIC EUROPE,NORM,A,2161142,60,1,null,2,2,393.82,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/14/2021,30179077,5200-101-010,WARNER ELECTRIC EUROPE,NORM,A,2173568,20,1,600,29,29,389.18,4/28/2021,4/28/2021,ID3,null,null,null,null,null,G,null,null
+,4/14/2021,30179180,5300-111-002,WARNER ELECTRIC EUROPE,NORM,A,2173203,40,1,634,8,8,292.8,4/28/2021,4/28/2021,ID3,null,null,null,null,null,G,null,null
+,4/15/2021,30179192,5300-631-005,KAMAN INDUSTRIAL TECH,NORM,A,2174319,10,2,633,4,null,1212.56,4/29/2021,4/28/2021,ID3,null,null,null,null,null,P,Need 5300-800-007 PO 107 PCS Due 4/20,null
+,3/22/2021,30179218,5304-111-004,WARNER ELECTRIC EUROPE,NORM,A,2161142,70,1,634,2,null,300.8,4/28/2021,4/28/2021,ID3,null,null,null,null,null,Y,WO# 11301844 20 PCS @ 634,null
+,4/8/2021,30179218,5304-111-004,WARNER ELECTRIC EUROPE,NORM,A,2170263,10,1,634,1,null,150.4,4/28/2021,4/28/2021,ID3,null,null,null,null,null,Y,WO# 11301844 20 PCS @ 634,null
+,4/14/2021,30179231,5321-111-001,WARNER ELECTRIC EUROPE,NORM,A,2173568,40,1,634,1,1,170.02,4/28/2021,4/28/2021,ID3,null,null,null,null,null,G,null,null
+,4/14/2021,30179234,5324-111-001,WARNER ELECTRIC EUROPE,NORM,A,2173205,10,1,634,3,3,813.42,4/28/2021,4/28/2021,ID3,null,null,null,null,null,G,null,null
+,3/3/2021,30179331,748-0024,WARNER ELECTRIC EUROPE,NORM,A,2150946,80,1,null,200,200,14,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/14/2021,30183369,110-0125,WARNER ELECTRIC EUROPE,NORM,A,2173203,100,1,null,75,75,740.25,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,3/3/2021,30183927,166-0048,WARNER ELECTRIC EUROPE,NORM,A,2150946,90,1,null,100,100,50,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/14/2021,30188228,5154-170-001,IBT,NORM,A,2173864,10,1,170,1,null,738.25,4/28/2021,4/28/2021,ID4,null,null,null,null,null,P,Need 5154-445-003 50PCS @ QC,null
+,4/14/2021,30188244,5154-541-008,IBT,NORM,A,2173864,20,1,170,1,1,74.96,4/28/2021,4/28/2021,ID4,null,null,null,null,null,G,null,null
+,4/14/2021,30188255,5155-170-001,WARNER ELECTRIC EUROPE,NORM,A,2173568,30,1,170,1,1,133.2,4/28/2021,4/28/2021,ID4,null,null,null,null,null,G,null,null
+,1/28/2021,30189025,5301-749-001,WARNER ELECTRIC EUROPE,NORM,A,2133675,10,1,683,1,null,74.64,4/28/2021,4/28/2021,ID3,null,null,null,null,null,Y,WO# 11205890 40 PCS @ Herker due 4/19,null
+,4/14/2021,30189395,5370-273-117,BDI,NORM,A,2173551,10,2,681,2,null,2676.4,5/12/2021,4/28/2021,ID4,110-0332,None,None,None,None,"R
WD","WO# 11314165 2 PCS
Need 5370-451-087-/-5370-800-021-/-5370-800-020 wo# 11305531 20 PCS @ 635/braze
Need 540-1642 wo# 11281280 60 PCS @ 683/475",null
+,4/8/2021,30190161,540-1638,WARNER ELECTRIC EUROPE,NORM,A,2170263,20,1,683,2,2,59.88,4/28/2021,4/28/2021,IDG,None,None,None,None,None,G,null,null
+,4/8/2021,30190165,540-1642,WARNER ELECTRIC EUROPE,NORM,A,2170263,30,1,683,8,5,480.08,4/28/2021,4/28/2021,ID4,null,null,null,null,null,Y,WO# 11281280 60 PCS @ 683/475,null
+,3/22/2021,30190362,572-0541,WARNER ELECTRIC EUROPE,NORM,A,2161142,80,1,null,500,500,140,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/8/2021,30190989,630-0009,WARNER ELECTRIC EUROPE,NORM,A,2170263,40,1,null,20,20,50.6,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/8/2021,30191381,686-1059,WARNER ELECTRIC EUROPE,NORM,A,2170263,50,1,null,100,100,161,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/8/2021,30191638,742-0024,WARNER ELECTRIC EUROPE,NORM,A,2170263,60,1,null,80,80,150.4,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,4/8/2021,30191764,748-2024,WARNER ELECTRIC EUROPE,NORM,A,2170263,70,1,null,100,100,186,4/28/2021,4/28/2021,ID9,null,null,null,null,null,G,null,null
+,3/24/2021,30065283,5203-451-010,JOHNSON GEAR # 4192,NORM,A,2162829,20,1,null,2,null,2892.86,4/29/2021,4/29/2021,ID9,null,null,null,null,null,P,PO 4500817204 4 PCS Due 4/30,null
+,1/6/2021,30189405,5370-273-214,BDI,NORM,A,2121919,150,1,681,25,null,19074,4/29/2021,4/29/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,3/16/2021,30190317,5633-271-006,BELL AND HOWELL,NORM,A,2158324,20,1,682,4,null,1327.36,4/29/2021,4/29/2021,ID3,null,null,null,null,null,R,See Bell & Howell Chart,null
+,4/12/2021,30179046,5104-452-060,BEARING HEADQUARTERS CO,NORM,A,2172232,10,1,682,1,null,460.17,4/30/2021,4/30/2021,ID3,null,null,null,null,null,R,Need 5104-751-045 wo# 11288192 40 PCS @ 855/300,null
+,4/12/2021,30179071,5125-111-001,BEARING HEADQUARTERS CO,NORM,A,2172232,20,1,634,1,1,90.81,4/30/2021,4/30/2021,ID3,null,null,null,null,null,G,null,null
+,4/14/2021,30188187,5151-170-002,BDI,NORM,A,2173663,10,1,170,6,6,1234.98,4/30/2021,4/30/2021,ID4,null,null,null,null,null,G,null,null
+,4/9/2021,30188279,5158-170-024,BDI,NORM,A,2171456,10,2,170,8,null,1454.96,5/10/2021,4/30/2021,ID4,null,null,null,null,null,R,Need 5158-445-004 @ GL Due 4/23,4/12 Teams
+,4/9/2021,30188691,5213-741-001,MECTROL DO BRASIL COMERCIAL LT,NORM,A,2171469,30,1,633,1,1,620.13,4/30/2021,4/30/2021,ID3,null,null,null,null,null,G,null,null
+,12/28/2020,30188797,5250-61,KONE SPARES DIV,NORM,A,2118471,20,1,684,25,null,17199,4/30/2021,4/30/2021,ID3,null,null,null,null,null,"P
R",See Kone Chart,null
