Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2034-08-21T00:00:00.000-07:00,622296,Hub-Shaft-Armature Assembly,5370-273-209,null,Model Value Stream,600,75,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2034-08-23T00:00:00.000-07:00,622291,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,9,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-08-26T00:00:00.000-07:00,621814,Hub-Shaft-Armature Assembly,5371-169-023,null,Model Value Stream,480,7,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2034-09-05T00:00:00.000-07:00,621824,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,93,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2034-09-06T00:00:00.000-07:00,621868,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,8,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2033-06-25T00:00:00.000-07:00,621816,Burnish and Inspection,5371-169-023,null,Model Value Stream,480,14,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2033-07-03T00:00:00.000-07:00,622451,Pack Station,5370-169-204,null,Model Value Stream,360,70,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2033-07-06T00:00:00.000-07:00,622446,Pack Station,5370-273-209,null,Model Value Stream,600,62,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2033-07-11T00:00:00.000-07:00,622449,Pack Station,5370-273-214,null,Model Value Stream,600,73,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-07-17T00:00:00.000-07:00,622481,Pack Station,5370-273-323,null,Model Value Stream,600,65,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2033-07-23T00:00:00.000-07:00,622428,Pack Station,5371-273-003,null,Model Value Stream,720,105,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2033-08-16T00:00:00.000-07:00,622424,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,3,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-08-31T00:00:00.000-07:00,622382,Housing Assembly,5370-273-204,3.266536,Model Value Stream,600,796,196,  ,Other,,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-09-08T00:00:00.000-07:00,622366,Housing Assembly,5371-273-027,null,Model Value Stream,480,8,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-09-21T00:00:00.000-07:00,622382,Final Assembly,5370-273-204,null,Model Value Stream,600,159,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-10-02T00:00:00.000-07:00,622349,Burnish and Inspection,5370-169-278,null,Model Value Stream,720,87,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-10-16T00:00:00.000-07:00,622424,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,278,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-10-18T00:00:00.000-07:00,619950,Burnish and Inspection,5371-273-027,null,Model Value Stream,480,58,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-10-21T00:00:00.000-07:00,621612,Burnish and Inspection,5371-273-027,null,Model Value Stream,480,38,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-10-27T00:00:00.000-07:00,622351,Pack Station,5370-169-278,null,Model Value Stream,720,47,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-11-09T00:00:00.000-08:00,622425,Pack Station,5370-273-214,null,Model Value Stream,600,49,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-11-13T00:00:00.000-08:00,621612,Pack Station,5371-273-027,null,Model Value Stream,480,86,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-11-25T00:00:00.000-08:00,622351,Kitting,5370-169-278,null,Model Value Stream,720,85,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-12-01T00:00:00.000-08:00,622338,Kitting,5370-169-288,null,Model Value Stream,720,64,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2033-12-23T00:00:00.000-08:00,622319,Kitting,5370-273-214,null,Model Value Stream,600,92,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-12-31T00:00:00.000-08:00,622006,Hub-Shaft-Armature Assembly,5370-169-214,null,Model Value Stream,360,5,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-01-13T00:00:00.000-08:00,622339,Hub-Shaft-Armature Assembly,5370-169-288,null,Model Value Stream,720,95,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-01-19T00:00:00.000-08:00,622382,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,4,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2034-01-23T00:00:00.000-08:00,622311,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,4,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-01-29T00:00:00.000-08:00,622317,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,3,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-01-31T00:00:00.000-08:00,622319,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,12,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-02-11T00:00:00.000-08:00,622363,Housing Assembly,5370-169-214,null,Model Value Stream,360,268,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-03-24T00:00:00.000-07:00,621827,Final Assembly,5370-169-278,null,Model Value Stream,720,530,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2034-03-30T00:00:00.000-07:00,622337,Final Assembly,5370-169-288,null,Model Value Stream,720,3,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-05-05T00:00:00.000-07:00,621829,Burnish and Inspection,5370-169-278,null,Model Value Stream,720,508,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2034-05-19T00:00:00.000-07:00,622294,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,563,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-05-21T00:00:00.000-07:00,622310,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,110,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-06-01T00:00:00.000-07:00,622353,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,441,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-06-05T00:00:00.000-07:00,622357,Burnish and Inspection,5370-273-214,0.683306,Model Value Stream,600,641,41,TL step offline ,Punctuality/Attendance ,,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-06-07T00:00:00.000-07:00,622006,Pack Station,5370-169-214,null,Model Value Stream,360,89,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-06-30T00:00:00.000-07:00,622310,Pack Station,5370-273-214,null,Model Value Stream,600,73,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-07-04T00:00:00.000-07:00,622314,Pack Station,5370-273-214,null,Model Value Stream,600,51,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-07-27T00:00:00.000-07:00,622279,Kitting,5370-273-209,null,Model Value Stream,600,78,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2034-09-30T00:00:00.000-07:00,621824,Housing Assembly,5371-273-003,null,Model Value Stream,720,97,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2033-06-12T00:00:00.000-07:00,622426,Burnish and Inspection,5370-273-214,45.24819,Model Value Stream,600,3315,2715,"Wait for housing set up for 0205, 0206 pulled from Jaws ",Long Machining Cycle Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-06-24T00:00:00.000-07:00,622483,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,389,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2033-07-02T00:00:00.000-07:00,622450,Pack Station,5370-169-204,null,Model Value Stream,360,71,null,null,null,null,5370-169-204_BK EM-50-20 90V GEN2,
2033-07-09T00:00:00.000-07:00,622445,Pack Station,5370-273-214,null,Model Value Stream,600,53,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-07-30T00:00:00.000-07:00,622425,Kitting,5370-273-214,null,Model Value Stream,600,100,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-08-09T00:00:00.000-07:00,622361,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,7,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-08-11T00:00:00.000-07:00,622379,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,3,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-09-14T00:00:00.000-07:00,622421,Final Assembly,5370-169-288,null,Model Value Stream,720,17,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2033-09-20T00:00:00.000-07:00,622381,Final Assembly,5370-273-204,null,Model Value Stream,600,19,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-09-25T00:00:00.000-07:00,622425,Final Assembly,5370-273-214,null,Model Value Stream,600,256,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-10-19T00:00:00.000-07:00,619951,Burnish and Inspection,5371-273-027,59.364292,Model Value Stream,480,4042,3562,"TL step offline, long build time ",Punctuality/Attendance ,,5371-273-027_CL BK EUM-210-1020 90V,
2033-10-24T00:00:00.000-07:00,622367,Burnish and Inspection,5371-273-027,null,Model Value Stream,480,337,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-10-28T00:00:00.000-07:00,622362,Pack Station,5370-169-278,null,Model Value Stream,720,169,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-11-01T00:00:00.000-07:00,622378,Pack Station,5370-273-204,null,Model Value Stream,600,76,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-11-04T00:00:00.000-07:00,622381,Pack Station,5370-273-204,null,Model Value Stream,600,71,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-12-19T00:00:00.000-08:00,622315,Kitting,5370-273-214,null,Model Value Stream,600,90,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-01-20T00:00:00.000-08:00,622384,Hub-Shaft-Armature Assembly,5370-273-204,null,Model Value Stream,600,7,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2034-01-22T00:00:00.000-08:00,622310,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,3,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-01-26T00:00:00.000-08:00,622314,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,6,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-01-27T00:00:00.000-08:00,622315,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,168,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-02-04T00:00:00.000-08:00,622355,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,4,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-03-07T00:00:00.000-08:00,622315,Housing Assembly,5370-273-214,null,Model Value Stream,600,576,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-03-28T00:00:00.000-07:00,622334,Final Assembly,5370-169-288,null,Model Value Stream,720,49,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-04-01T00:00:00.000-07:00,622339,Final Assembly,5370-169-288,null,Model Value Stream,720,23,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-04-09T00:00:00.000-07:00,622294,Final Assembly,5370-273-214,null,Model Value Stream,600,16,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-04-20T00:00:00.000-07:00,622319,Final Assembly,5370-273-214,null,Model Value Stream,600,15,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-04-24T00:00:00.000-07:00,622355,Final Assembly,5370-273-214,null,Model Value Stream,600,15,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-05-08T00:00:00.000-07:00,622335,Burnish and Inspection,5370-169-288,null,Model Value Stream,720,510,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-05-10T00:00:00.000-07:00,622338,Burnish and Inspection,5370-169-288,3.49986,Model Value Stream,720,930,210,Rest break,Punctuality/Attendance ,,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-05-22T00:00:00.000-07:00,622311,Burnish and Inspection,5370-273-214,3.783182,Model Value Stream,600,827,227,Wait for housing- working slower than cycle time ,Long Machining Cycle Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-05-25T00:00:00.000-07:00,622314,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,549,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-05-29T00:00:00.000-07:00,622318,Burnish and Inspection,5370-273-214,5.199792,Model Value Stream,600,912,312,Wait for housing- working slower than cycle time ,Long Machining Cycle Time,,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-06-28T00:00:00.000-07:00,622294,Pack Station,5370-273-214,null,Model Value Stream,600,59,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-07-25T00:00:00.000-07:00,622275,Kitting,5370-270-204,null,Model Value Stream,360,32,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2034-08-09T00:00:00.000-07:00,621809,Kitting,5371-273-003,null,Model Value Stream,720,198,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2034-08-11T00:00:00.000-07:00,621824,Kitting,5371-273-003,null,Model Value Stream,720,222,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2034-08-25T00:00:00.000-07:00,622295,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,4,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-08-30T00:00:00.000-07:00,622239,Hub-Shaft-Armature Assembly,5371-169-090,null,Model Value Stream,480,12,null,null,null,null,5371-169-090_BK EUM-215-20FBB 90V,
2034-08-31T00:00:00.000-07:00,622240,Hub-Shaft-Armature Assembly,5371-169-090,null,Model Value Stream,480,20,null,null,null,null,5371-169-090_BK EUM-215-20FBB 90V,
2034-09-21T00:00:00.000-07:00,621815,Housing Assembly,5371-169-023,null,Model Value Stream,480,7,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2034-10-05T00:00:00.000-07:00,621791,Housing Assembly,5371-273-090,null,Model Value Stream,null,202,null,null,null,null,C-B UM215-1020 90V W-CBC-150-1,
2033-06-23T00:00:00.000-07:00,622482,Burnish and Inspection,5370-273-323,4.449822,Model Value Stream,600,867,267,Wait for housing- rest break ,Punctuality/Attendance ,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2033-06-29T00:00:00.000-07:00,622430,Burnish and Inspection,5371-273-003,null,Model Value Stream,720,287,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2033-07-08T00:00:00.000-07:00,622444,Pack Station,5370-273-214,null,Model Value Stream,600,72,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2033-07-25T00:00:00.000-07:00,621848,Pack Station,5371-273-078,null,Model Value Stream,720,105,null,null,null,null,"5371-273-078_CL/BK ASM: UM-215-1020,90V",
2033-08-01T00:00:00.000-07:00,622366,Kitting,5371-273-027,null,Model Value Stream,480,26,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-08-03T00:00:00.000-07:00,622349,Hub-Shaft-Armature Assembly,5370-169-278,null,Model Value Stream,720,2,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-08-06T00:00:00.000-07:00,622419,Hub-Shaft-Armature Assembly,5370-169-278,null,Model Value Stream,720,2,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2033-08-08T00:00:00.000-07:00,622421,Hub-Shaft-Armature Assembly,5370-169-288,null,Model Value Stream,720,5,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2033-08-19T00:00:00.000-07:00,622366,Hub-Shaft-Armature Assembly,5371-273-027,null,Model Value Stream,480,2,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-09-27T00:00:00.000-07:00,621612,Final Assembly,5371-273-027,null,Model Value Stream,480,261,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-09-29T00:00:00.000-07:00,622366,Final Assembly,5371-273-027,null,Model Value Stream,480,110,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-10-12T00:00:00.000-07:00,622382,Burnish and Inspection,5370-273-204,null,Model Value Stream,600,392,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-11-03T00:00:00.000-07:00,622380,Pack Station,5370-273-204,null,Model Value Stream,600,67,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2033-11-11T00:00:00.000-08:00,619951,Pack Station,5371-273-027,null,Model Value Stream,480,48,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-11-14T00:00:00.000-08:00,622365,Pack Station,5371-273-027,null,Model Value Stream,480,4,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-11-15T00:00:00.000-08:00,622366,Pack Station,5371-273-027,null,Model Value Stream,480,11,null,null,null,null,5371-273-027_CL BK EUM-210-1020 90V,
2033-11-29T00:00:00.000-08:00,622335,Kitting,5370-169-288,null,Model Value Stream,720,67,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2033-12-12T00:00:00.000-08:00,622377,Kitting,5370-273-209,null,Model Value Stream,600,92,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2033-12-30T00:00:00.000-08:00,622320,Hub-Shaft-Armature Assembly,5370-169-203,null,Model Value Stream,360,5,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2034-01-04T00:00:00.000-08:00,622364,Hub-Shaft-Armature Assembly,5370-169-214,null,Model Value Stream,360,7,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-02-10T00:00:00.000-08:00,622016,Housing Assembly,5370-169-214,null,Model Value Stream,360,247,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-02-18T00:00:00.000-08:00,622335,Housing Assembly,5370-169-288,null,Model Value Stream,720,409,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-02-19T00:00:00.000-08:00,622337,Housing Assembly,5370-169-288,null,Model Value Stream,720,458,null,null,null,null,5370-169-288_BK EM-180-20FBB 24V GEN2,
2034-03-02T00:00:00.000-08:00,622310,Housing Assembly,5370-273-214,null,Model Value Stream,600,300,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-03-21T00:00:00.000-07:00,622016,Final Assembly,5370-169-214,null,Model Value Stream,360,2,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-03-26T00:00:00.000-07:00,621829,Final Assembly,5370-169-278,null,Model Value Stream,720,2,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2034-04-05T00:00:00.000-07:00,622280,Final Assembly,5370-170-217,null,Model Value Stream,480,127,null,null,null,null,5370-170-217_BK EM-180/ERS-49 90V3FT.LB,
2034-04-16T00:00:00.000-07:00,622315,Final Assembly,5370-273-214,null,Model Value Stream,600,10,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-04-22T00:00:00.000-07:00,622353,Final Assembly,5370-273-214,null,Model Value Stream,600,49,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-04-30T00:00:00.000-07:00,622016,Burnish and Inspection,5370-169-214,null,Model Value Stream,360,9,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-05-02T00:00:00.000-07:00,622364,Burnish and Inspection,5370-169-214,null,Model Value Stream,360,20,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2034-06-12T00:00:00.000-07:00,621827,Pack Station,5370-169-278,null,Model Value Stream,720,81,null,null,null,null,5370-169-278_BK EM-50-20FBB 24V GEN2,
2034-06-22T00:00:00.000-07:00,622276,Pack Station,5370-170-217,null,Model Value Stream,480,162,null,null,null,null,5370-170-217_BK EM-180/ERS-49 90V3FT.LB,
2034-06-24T00:00:00.000-07:00,622280,Pack Station,5370-170-217,null,Model Value Stream,480,26,null,null,null,null,5370-170-217_BK EM-180/ERS-49 90V3FT.LB,
2034-06-29T00:00:00.000-07:00,622295,Pack Station,5370-273-214,null,Model Value Stream,600,76,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2034-07-24T00:00:00.000-07:00,622280,Kitting,5370-170-217,null,Model Value Stream,480,43,null,null,null,null,5370-170-217_BK EM-180/ERS-49 90V3FT.LB,
2034-07-28T00:00:00.000-07:00,622293,Kitting,5370-273-209,null,Model Value Stream,600,72,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2034-08-19T00:00:00.000-07:00,622279,Hub-Shaft-Armature Assembly,5370-273-209,null,Model Value Stream,600,6,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
